anldt,anlrst,obsrvtcd,obsrvtnm,ugrwtrl,,¿¬¿ù,Æò±Õ,¿¬µµ,Æò±Õ2
20210514,0,11749,µ¿ÇØ±Í¿î,6.962,,,,,
20210515,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210516,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210517,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210518,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210519,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210520,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210521,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210522,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210523,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210524,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210525,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20210526,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210527,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210528,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210529,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210530,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210531,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20210601,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20210602,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20210603,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20210604,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20210605,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20210606,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20210607,0,11749,µ¿ÇØ±Í¿î,7.043,,,,,
20210608,0,11749,µ¿ÇØ±Í¿î,6.962,,,,,
20210609,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210610,0,11749,µ¿ÇØ±Í¿î,6.8,,,,,
20210611,0,11749,µ¿ÇØ±Í¿î,6.719,,,,,
20210612,0,11749,µ¿ÇØ±Í¿î,6.556,,,,,
20210613,0,11749,µ¿ÇØ±Í¿î,6.394,,,,,
20210614,0,11749,µ¿ÇØ±Í¿î,6.313,,,,,
20210615,0,11749,µ¿ÇØ±Í¿î,6.151,,,,,
20210616,0,11749,µ¿ÇØ±Í¿î,6.07,,,,,
20210617,0,11749,µ¿ÇØ±Í¿î,6.07,,,,,
20210618,0,11749,µ¿ÇØ±Í¿î,6.232,,,,,
20210619,0,11749,µ¿ÇØ±Í¿î,6.638,,,,,
20210620,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210621,0,11749,µ¿ÇØ±Í¿î,6.962,,,,,
20210622,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210623,0,11749,µ¿ÇØ±Í¿î,6.962,,,,,
20210624,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210625,0,11749,µ¿ÇØ±Í¿î,6.8,,,,,
20210626,0,11749,µ¿ÇØ±Í¿î,6.556,,,,,
20210627,0,11749,µ¿ÇØ±Í¿î,6.475,,,,,
20210628,0,11749,µ¿ÇØ±Í¿î,6.313,,,,,
20210629,0,11749,µ¿ÇØ±Í¿î,6.151,,,,,
20210630,0,11749,µ¿ÇØ±Í¿î,5.989,,,,,
20210701,0,11749,µ¿ÇØ±Í¿î,5.989,,,,,
20210702,0,11749,µ¿ÇØ±Í¿î,5.907,,,,,
20210703,0,11749,µ¿ÇØ±Í¿î,5.745,,,,,
20210704,0,11749,µ¿ÇØ±Í¿î,5.907,,,,,
20210705,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210706,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210707,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210708,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210709,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210710,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210711,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210712,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20210713,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210714,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210715,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20210716,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20210717,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20210718,0,11749,µ¿ÇØ±Í¿î,7.043,,,,,
20210719,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20210720,0,11749,µ¿ÇØ±Í¿î,6.719,,,,,
20210721,0,11749,µ¿ÇØ±Í¿î,6.556,,,,,
20210722,0,11749,µ¿ÇØ±Í¿î,6.475,,,,,
20210723,0,11749,µ¿ÇØ±Í¿î,6.394,,,,,
20210724,0,11749,µ¿ÇØ±Í¿î,6.232,,,,,
20210725,0,11749,µ¿ÇØ±Í¿î,6.07,,,,,
20210726,0,11749,µ¿ÇØ±Í¿î,5.826,,,,,
20210727,0,11749,µ¿ÇØ±Í¿î,5.583,,,,,
20210728,1,11749,µ¿ÇØ±Í¿î,5.421,,,,,
20210729,1,11749,µ¿ÇØ±Í¿î,5.339,,,,,
20210730,1,11749,µ¿ÇØ±Í¿î,5.339,,,,,
20210731,1,11749,µ¿ÇØ±Í¿î,5.177,,,,,
20210801,1,11749,µ¿ÇØ±Í¿î,5.015,,,,,
20210802,1,11749,µ¿ÇØ±Í¿î,4.772,,,,,
20210803,1,11749,µ¿ÇØ±Í¿î,4.69,,,,,
20210804,1,11749,µ¿ÇØ±Í¿î,4.528,,,,,
20210805,2,11749,µ¿ÇØ±Í¿î,4.366,,,,,
20210806,2,11749,µ¿ÇØ±Í¿î,4.285,,,,,
20210807,2,11749,µ¿ÇØ±Í¿î,4.122,,,,,
20210808,3,11749,µ¿ÇØ±Í¿î,4.041,,,,,
20210809,3,11749,µ¿ÇØ±Í¿î,4.041,,,,,
20210810,0,11749,µ¿ÇØ±Í¿î,6.638,,,,,
20210811,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210812,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210813,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210814,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20210815,0,11749,µ¿ÇØ±Í¿î,8.179,,,,,
20210816,0,11749,µ¿ÇØ±Í¿î,8.098,,,,,
20210817,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210818,0,11749,µ¿ÇØ±Í¿î,8.26,,,,,
20210819,0,11749,µ¿ÇØ±Í¿î,8.585,,,,,
20210820,0,11749,µ¿ÇØ±Í¿î,8.423,,,,,
20210821,0,11749,µ¿ÇØ±Í¿î,8.26,,,,,
20210822,0,11749,µ¿ÇØ±Í¿î,8.179,,,,,
20210823,0,11749,µ¿ÇØ±Í¿î,8.017,,,,,
20210824,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210825,0,11749,µ¿ÇØ±Í¿î,8.098,,,,,
20210826,0,11749,µ¿ÇØ±Í¿î,8.098,,,,,
20210827,0,11749,µ¿ÇØ±Í¿î,8.017,,,,,
20210828,0,11749,µ¿ÇØ±Í¿î,8.017,,,,,
20210829,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210830,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210831,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210901,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210902,0,11749,µ¿ÇØ±Í¿î,8.828,,,,,
20210903,0,11749,µ¿ÇØ±Í¿î,8.504,,,,,
20210904,0,11749,µ¿ÇØ±Í¿î,8.098,,,,,
20210905,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20210906,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20210907,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210908,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210909,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20210910,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20210911,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20210912,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20210913,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210914,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210915,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210916,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210917,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210918,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210919,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210920,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210921,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210922,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210923,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20210924,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20210925,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20210926,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210927,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210928,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20210929,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20210930,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20211001,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20211002,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20211003,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20211004,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20211005,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20211006,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20211007,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20211008,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20211009,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20211010,0,11749,µ¿ÇØ±Í¿î,8.017,,,,,
20211011,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20211012,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20211013,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20211014,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20211015,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20211016,0,11749,µ¿ÇØ±Í¿î,7.855,,,,,
20211017,0,11749,µ¿ÇØ±Í¿î,8.098,,,,,
20211018,0,11749,µ¿ÇØ±Í¿î,7.936,,,,,
20211019,0,11749,µ¿ÇØ±Í¿î,7.773,,,,,
20211020,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20211021,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20211022,0,11749,µ¿ÇØ±Í¿î,7.692,,,,,
20211023,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20211024,0,11749,µ¿ÇØ±Í¿î,7.611,,,,,
20211025,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20211026,0,11749,µ¿ÇØ±Í¿î,7.53,,,,,
20211027,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20211028,0,11749,µ¿ÇØ±Í¿î,7.449,,,,,
20211029,0,11749,µ¿ÇØ±Í¿î,7.368,,,,,
20211030,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20211031,0,11749,µ¿ÇØ±Í¿î,7.287,,,,,
20211101,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20211102,0,11749,µ¿ÇØ±Í¿î,7.206,,,,,
20211103,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20211104,0,11749,µ¿ÇØ±Í¿î,7.124,,,,,
20211105,0,11749,µ¿ÇØ±Í¿î,7.043,,,,,
20211106,0,11749,µ¿ÇØ±Í¿î,6.962,,,,,
20211107,0,11749,µ¿ÇØ±Í¿î,6.881,,,,,
20211108,0,11749,µ¿ÇØ±Í¿î,6.8,,,,,
20211109,0,11749,µ¿ÇØ±Í¿î,6.8,,,,,
20211110,0,11749,µ¿ÇØ±Í¿î,6.8,,,,,
20211111,0,11749,µ¿ÇØ±Í¿î,6.719,,,,,
20211112,0,11749,µ¿ÇØ±Í¿î,6.638,,,,,
20211113,0,11749,µ¿ÇØ±Í¿î,6.556,,,,,
20211114,0,11749,µ¿ÇØ±Í¿î,6.394,,,,,
20211115,0,11749,µ¿ÇØ±Í¿î,6.232,,,,,
20211116,0,11749,µ¿ÇØ±Í¿î,6.151,,,,,
20211117,0,11749,µ¿ÇØ±Í¿î,6.313,,,,,
20211118,0,11749,µ¿ÇØ±Í¿î,6.313,,,,,
20211119,0,11749,µ¿ÇØ±Í¿î,6.232,,,,,
20211120,0,11749,µ¿ÇØ±Í¿î,6.151,,,,,
20211121,0,11749,µ¿ÇØ±Í¿î,5.989,,,,,
20211122,0,11749,µ¿ÇØ±Í¿î,5.826,,,,,
20211123,0,11749,µ¿ÇØ±Í¿î,5.745,,,,,
20211124,0,11749,µ¿ÇØ±Í¿î,5.583,,,,,
20211125,0,11749,µ¿ÇØ±Í¿î,5.583,,,,,
20211126,1,11749,µ¿ÇØ±Í¿î,5.421,,,,,
20211127,1,11749,µ¿ÇØ±Í¿î,5.339,,,,,
20211128,1,11749,µ¿ÇØ±Í¿î,5.258,,,,,
20211129,1,11749,µ¿ÇØ±Í¿î,5.096,,,,,
20211130,1,11749,µ¿ÇØ±Í¿î,5.015,,,,,
20211201,1,11749,µ¿ÇØ±Í¿î,4.853,,,,,
20211202,1,11749,µ¿ÇØ±Í¿î,4.853,,,,,
20211203,1,11749,µ¿ÇØ±Í¿î,4.772,,,,,
20211204,1,11749,µ¿ÇØ±Í¿î,4.69,,,,,
20211205,1,11749,µ¿ÇØ±Í¿î,4.609,,,,,
20211206,1,11749,µ¿ÇØ±Í¿î,4.447,,,,,
20211207,2,11749,µ¿ÇØ±Í¿î,4.366,,,,,
20211208,2,11749,µ¿ÇØ±Í¿î,4.285,,,,,
20211209,2,11749,µ¿ÇØ±Í¿î,4.204,,,,,
20211210,2,11749,µ¿ÇØ±Í¿î,4.122,,,,,
20211211,3,11749,µ¿ÇØ±Í¿î,4.041,,,,,
20211212,3,11749,µ¿ÇØ±Í¿î,4.041,,,,,
20211213,3,11749,µ¿ÇØ±Í¿î,3.96,,,,,
20211214,3,11749,µ¿ÇØ±Í¿î,3.96,,,,,
20211215,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211216,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211217,3,11749,µ¿ÇØ±Í¿î,3.798,,,,,
20211218,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211219,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211220,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211221,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211222,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211223,3,11749,µ¿ÇØ±Í¿î,3.879,,,,,
20211224,3,11749,µ¿ÇØ±Í¿î,3.798,,,,,
20211225,3,11749,µ¿ÇØ±Í¿î,3.798,,,,,
20211226,3,11749,µ¿ÇØ±Í¿î,3.798,,,,,
20211227,3,11749,µ¿ÇØ±Í¿î,3.798,,,,,
20211228,3,11749,µ¿ÇØ±Í¿î,3.717,,,,,
20211229,3,11749,µ¿ÇØ±Í¿î,3.717,,,,,
20211230,3,11749,µ¿ÇØ±Í¿î,3.636,,,,,
20211231,3,11749,µ¿ÇØ±Í¿î,3.636,,,,,
20220101,3,11749,µ¿ÇØ±Í¿î,3.555,,,,,
20220102,3,11749,µ¿ÇØ±Í¿î,3.555,,,,,
20220103,3,11749,µ¿ÇØ±Í¿î,3.555,,,,,
20220104,3,11749,µ¿ÇØ±Í¿î,3.473,,,,,
20220105,3,11749,µ¿ÇØ±Í¿î,3.473,,,,,
20220106,3,11749,µ¿ÇØ±Í¿î,3.392,,,,,
20220107,3,11749,µ¿ÇØ±Í¿î,3.392,,,,,
20220108,3,11749,µ¿ÇØ±Í¿î,3.311,,,,,
20220109,3,11749,µ¿ÇØ±Í¿î,3.311,,,,,
20220110,3,11749,µ¿ÇØ±Í¿î,3.23,,,,,
20220111,3,11749,µ¿ÇØ±Í¿î,3.23,,,,,
20220112,3,11749,µ¿ÇØ±Í¿î,3.149,,,,,
20220113,3,11749,µ¿ÇØ±Í¿î,3.149,,,,,
20220114,3,11749,µ¿ÇØ±Í¿î,3.068,,,,,
20220115,3,11749,µ¿ÇØ±Í¿î,2.987,,,,,
20220116,3,11749,µ¿ÇØ±Í¿î,2.987,,,,,
20220117,3,11749,µ¿ÇØ±Í¿î,2.905,,,,,
20220118,3,11749,µ¿ÇØ±Í¿î,2.824,,,,,
20220119,3,11749,µ¿ÇØ±Í¿î,2.824,,,,,
20220120,3,11749,µ¿ÇØ±Í¿î,2.743,,,,,
20220121,3,11749,µ¿ÇØ±Í¿î,2.662,,,,,
20220122,3,11749,µ¿ÇØ±Í¿î,2.662,,,,,
20220123,3,11749,µ¿ÇØ±Í¿î,2.581,,,,,
20220124,3,11749,µ¿ÇØ±Í¿î,2.5,,,,,
20220125,3,11749,µ¿ÇØ±Í¿î,2.5,,,,,
20220126,3,11749,µ¿ÇØ±Í¿î,2.419,,,,,
20220127,3,11749,µ¿ÇØ±Í¿î,2.419,,,,,
20220128,3,11749,µ¿ÇØ±Í¿î,2.338,,,,,
20220129,3,11749,µ¿ÇØ±Í¿î,2.256,,,,,
20220130,3,11749,µ¿ÇØ±Í¿î,2.256,,,,,
20220131,3,11749,µ¿ÇØ±Í¿î,2.256,,,,,
