발생장소_시도,발생원인_기타
경기,농산폐기물소각
인천,"낙엽,쓰레기소각"
전북,밭두렁소각
인천,밭두렁소각
전북,논두렁 소각
경기,쓰레기소각
전북,입산자실화
광주,농업부산물소각
충북,농업부산물소각
부산,원인미상
부산,담뱃불실화
경북,농부산물 소각(깻단)
전북,논두렁소각
강원,칡채취중담뱃불투기
경기,쓰레기소각
경기,원인미상
경남,축사 내 화기취급 실화
전남,산나물채취자 실화
충북,전기누전(비닐하우스 내)
경북,원인미상
충북,소나무재선충소각작업시작업단실화
경기,밭두렁소각
경기,낙엽소각
경북,담뱃불실화
경기,원인미상
경남,건축물물탱크위태양광전지폭발
경기,건물화재 비화
경기,논두렁밤까치소각
충남,농산부산물소각
경남,농산폐기물소각
서울,쓰레기소각
경북,쓰레기소각
경기,원인미상
경남,건축물(화장실)화재 비화
경북,야외아궁이불씨비산화
충북,농산폐기물소각
전북,고사리밭소각
경기,성묘객실화추정
경북,밭두렁소각
경남,입산자실화
부산,입산자실화
강원,전선단락(추정)
경북,원인미상
경남,주택화재 비화
울산,건축물실화
충북,농산폐기물소각
경북,논밭두렁소각
인천,잡초소각
충남,성묘객실화
경북,원인미상
충북,입산자실화
서울,원인미상
경북,산소용접기불똥에의한발화
충북,입산자 담뱃불실화
경기,농산폐기물소각(칡덩쿨)
경남,입산자실화
경북,농산폐기물소각
강원,주택화재 비화
강원,입산자실화
전남,성묘객실화
경남,논두렁소각
경기,입산자실화
경남,입산자실화
경기,농산폐기물소각
경북,낙엽소각
광주,원인미상
인천,농산폐기물소각
경기,작업중 실화
강원,주택화재비화
인천,도로변 정리 후 풀소각
울산,산업현장실화추정
경남,입산자실화
충남,담뱃불실화
경북,쓰레기소각
강원,농산폐기물소각
대전,농산폐기물소각
경북,농산부산물소각
경기,쓰레기소각
충북,원인미상
경북,농산폐기물소각
경기,농지소각
충북,논두렁 소각
전남,택시엔진과열로발화
경기,쓰레기소각
경기,논밭두렁소각
경기,주택내생활쓰레기소각
인천,농지에불놓기중비화
경북,원인미상
경남,건축물(주택)실화
경기,쓰레기소각
경기,산림인접지역쓰레기소각
충남,밭두렁소각
경기,논밭두렁소각
경남,건축물(주택)실화
세종,성묘객실화(담배꽁초)
경남,건축물(주택)실화
경남,원인미상
대구,입산자실화
전북,재선충병 방제작업 현장
광주,농산부산물소각
충남,성묘객실화
충남,쓰레기소각
대전,성묘객실화
전남,원인미상
경북,농산폐기물소각
전북,성묘객실화
경기,비닐하우스 누전추정
경남,논두렁소각
전남,쓰레기소각
경기,원인미상
경기,원인미상
전북,입산자실화
충남,화덕불씨취급부주의
세종,원인미상
경북,쓰레기소각
경남,입산자실화
경북,성묘객실화추정
전남,쓰레기소각
경남,주택화재 비화
전남,입산자실화
경기,쓰레기소각
경남,입산자실화
울산,농산폐기물소각
경북,쓰레기소각추정
전북,입산자실화
경북,주택화재(전기합선추정)
경남,논두렁 소각
경남,생활쓰레기소각
대구,입산자실화
세종,담뱃불실화추정
울산,입산자실화
경북,입산자실화
경북,입산자실화
강원,농산부산물소각
경남,건축물실화(주택지쓰레기소각에의한비화)
경남,원인미상
충북,논두렁 소각
전남,생활쓰레기소각
경기,쓰레기소각
충남,볏짚소각
경남,화기취급실화
강원,폐축사 화재
경북,용접불씨비화
경북,쓰레기소각
경남,입산자실화
부산,입산자실화
경남,입산자실화
경북,입산자실화
전남,농산폐기물소각
인천,원인미상
경남,성묘객실화추정
전북,입산자실화(버섯채취추정)
경기,입산자실화
대전,원인미상
경북,원인미상
충남,생활쓰레기소각추정
경북,원인미상
경북,농산부산물소각
경기,원인미상
인천,원인미상
경북,원인미상
경기,등산객 실화
전남,성묘객실화
강원,성묘객실화추정
경북,성묘객실화(유품소각)
경남,성묘객실화추정
경북,원인미상
경남,어린이 불장난
충남,입산자실화
경남,입산자실화
경남,담뱃불실화추정
울산,입산자실화
인천,생활쓰레기소각
전남,성묘객실화
인천,쓰레기소각(축사부지인근)
부산,원인미상
경남,건축물실화(주택지쓰레기소각에의한비화)
경기,농산쓰레기소각
경기,입산자 담뱃불 추정
경남,입산자실화
경북,원인미상
경남,입산자실화
강원,(화목)보일러 재투기
울산,산업현장실화(공장작업장실화)
경남,입산자실화
강원,원인미상
강원,주택화재 비화
충북,성묘객실화추정(조사중)
경북,쓰레기소각추정(조사중)
경북,건축물 화재 비화(대명영농조합법인)
전남,농산폐기물소각
강원,주택화재 비화
경기,입산자실화
경남,입산자실화
경기,공장화재
충남,정신지체자화기물취급부주의(취사행위)
세종,원인미상
충남,논두렁 소각
경북,원인미상
경남,입산자실화
경북,원인미상
충북,기차철로스파크추정
경남,생활쓰레기소각
강원,(화목)보일러 재투기
울산,건축물실화(건축물내전기합선)
강원,입산자실화
경남,입산자실화
경기,원인미상
경남,담뱃불실화
경북,(화목)화목보일러재투기
충남,쓰레기소각
경남,건축물(주택)실화
부산,원인미상
경북,주택화재비화
경기,입산자실화
경기,기타
울산,담뱃불실화
경남,낚시객실화추정
충북,입산자실화
충북,입산자실화
경북,농기계용접실화
경남,담뱃불실화추정
충북,입산자실화
경북,입산자실화
강원,입산자실화
서울,고추밭소각
경북,건축물실화(공장화재)
대구,밭두렁소각
전북,공업용폐기물소각
경북,담뱃불실화
경남,농업부산물소각
경북,아궁이불씨번짐
경기,쓰레기소각추정
경남,입산자실화
인천,입산자실화
서울,원인미상
경남,입산자실화
전남,집아궁이화재
경남,개사육장화기취급실화
전남,입산자실화(조사중)
경남,입산자실화
전남,농산폐기물소각
서울,원인미상
강원,주택화재 비화
경북,쓰레기소각추정(조사중)
강원,주택화재 비화
인천,원인미상
경남,축사화재비화
전남,농산쓰레기소각
경남,입산자실화
부산,입산자실화
경북,담뱃불실화
충남,등산객실화추정
서울,원인미상
강원,입산자실화
부산,풍등
인천,등산객실화
경남,성묘객실화추정
대전,원인미상
울산,입산자실화
경북,원인미상
경남,입산자실화
충남,담뱃불실화
경남,입산자실화
경남,입산자실화
경남,입산자실화
경북,방화(정신이상자)
강원,영농부산물소각
경남,입산자실화
경북,(화목)보일러재투기
경북,슬레이트창고화재비화
경북,입산자실화
전남,농산폐기물소각
경북,연탄재불씨비화
경북,원인미상
경북,입산자난로불비산
경남,"입산자실화(12.20.4:30재발화, 0.04)"
경북,원인미상
경북,수도관동파방지불취급진화
경북,쓰레기소각추정
경남,성묘객묘지영정사진소각
경남,농산폐기물 및 생활쓰레기소각추정
경북,성묘객실화
경북,(화목)보일러불씨취급부주의
경남,사찰내생활쓰레기소각추정
전남,생활쓰레기소각
부산,미륵암움막전기누전
경북,불법하우스내화목보일러화재발생비화
경남,입산자실화
울산,농막화재 비화
경북,(화목)보일러불씨취급부주의추정
부산,입산자실화
대구,원인미상
경기,원인미상
경북,입산자실화
울산,입산자실화
경기,담뱃불실화
경북,원인미상
경남,축사누전추정
강원,주택화재
경남,입산자실화
강원,석재공장급수용펌프모터과열
경남,입산자실화
전북,입산자실화
충남,주택화재 비화
경북,종교단체 폐기물 소각추정
경북,사찰내쓰레기소각
전남,원인미상
경북,입산자 담뱃불실화
경남,주택 아궁이불비화
경남,생활쓰레기소각
경기,원인미상
강원,쓰레기소각
경남,생활쓰레기소각
경남,담뱃불실화추정
전남,농업지장물소각(칡덩쿨등)
부산,낙엽소각
경북,성묘객실화추정
경남,원인미상
전남,쓰레기소각(하천변)
경북,입산자실화
부산,방화 추정
경북,농산폐기물소각
경북,입산자실화
충남,등산객 실화
경남,원인미상
경남,쓰레기소각
강원,쓰레기소각(생활)
전북,입산자실화
울산,입산자실화
경북,원인미상
경북,입산자실화
강원,입산자실화
대전,입산자실화
충남,입산자실화
경기,쓰레기소각
경북,원인미상
전남,영농부산물소각
강원,입산자실화
경북,(화목)보일러재투기
경기,밭두렁소각
경기,(화목)보일러재비닐하우스에버림
강원,입산자실화
경기,쓰레기소각(추정)
경북,주택부지내지장 소각
경남,입산자실화
대전,원인미상
경북,담뱃불실화추정
경기,무속행위 추정
경남,입산자실화
경기,원인미상(조사중)
충남,송전탑공사현장실화(북당진-신탕정송전선로건설공사)
경기,입산자실화
전북,입산자실화
대전,원인미상
경북,원인미상
경남,입산자실화
서울,원인미상
충북,입산자실화(화기취급부주의)
부산,쓰레기소각
경남,생활쓰레기소각으로벌채목에 번짐
경남,입산자실화
충남,입산자실화
부산,입산자실화
경남,원인미상
경남,원인미상
경북,기계화장비화재에 따른산불전이(산지전용부지내백호우과열)
경남,쓰레기소각
전남,입산자실화(조사중)
대구,원인미상
전북,입산자실화
경북,입산자실화
경기,원인미상
강원,입산자실화
경북,농산폐기물소각
충남,입산자실화
충남,입산자실화
충북,입산자실화
경기,입산자실화
강원,입산자실화
경남,논밭두렁소각추정
경북,원인미상
대전,입산자실화
충남,무속인발화추정
경기,입산자실화
강원,입산자실화
경기,공장화재비화
서울,원인미상
경기,입산자실화
강원,쓰레기소각
충남,입산자실화
경북,원인미상
경기,입산자실화
경북,농산폐기물소각
서울,원인미상
충북,입산자실화(화기취급부주의)
전남,입산자실화
강원,입산자실화
경남,밭두렁소각
경북,쓰레기소각
경북,입산자실화
전남,입산자실화
경기,입산자담뱃불실화추정
경북,쓰레기소각추정
경기,원인미상
경북,산림사업장 실화
강원,논밭두렁소각
경남,생활쓰레기소각추정
충남,입산자실화
울산,입산자실화
충남,담뱃불실화
경기,원인미상
전북,등산객 실화추정
경북,입산자실화
경북,산림사업장 실화
충남,입산자실화
경남,농업부산물소각
경북,입산자실화
경기,쓰레기소각
세종,원인미상
충북,입산자실화
충남,입산자실화
충북,입산자실화
경북,성묘객실화
경북,입산자실화
경북,건축물화재
서울,원인미상
경북,원인미상
전남,입산자실화
경기,입산자실화
경기,등산객 실화추정
전북,입산자실화
경북,입산자실화
인천,낚시꾼실화
서울,원인미상
충남,입산자실화
강원,담뱃불실화추정
경북,생활쓰레기소각
강원,입산자실화
강원,입산자실화
경북,신원미상
인천,등산객담뱃불실화추정
경북,농산폐기물소각추정
경기,등산객실화
강원,원인미상
경북,낙뢰추정
전남,원인미상
전남,입산자실화
강원,입산자실화
경북,낙뢰
서울,비박 실화나 방화추정
경북,입산자실화
강원,담뱃불실화추정
서울,입산자실화
대구,원인미상
경북,낙엽소각
경북,농산폐기물소각(폐비닐)
전남,입산자실화
경북,농산폐기물소각
전남,입산자실화
전북,입산자실화
경북,건축물화재로인한산불추정
경남,등산객실화추정
경북,입산자실화
전남,입산자실화
경북,농산폐기물소각
경기,입산자실화
경기,입산자실화
경북,입산자실화
강원,쓰레기소각(녹차티백)
충북,폭죽낙하(소백산철쭉제)
대구,촛불기도무속행위
대구,쓰레기소각
강원,쓰레기소각
대구,원인미상
경북,농산폐기물소각추정
강원,원인미상
경기,쓰레기소각
경북,입산자실화
경남,입산자실화
충북,입산자실화
충남,입산자실화
전북,입산자실화
경북,원인미상
충남,입산자실화
강원,입산자실화
충북,입산자실화
충북,등산로정비작업자실화
충북,입산자실화
서울,원인미상
강원,입산자실화
강원,입산자실화
강원,입산자실화
부산,입산자실화
강원,담뱃불실화
경북,원인미상
경북,입산자 담뱃불실화추정
광주,논밭두렁소각추정
강원,입산자실화
강원,입산자실화
경북,전기누전 추정
강원,원인미상(조사중)
강원,입산자실화
경북,도로변담뱃불추정
충북,산나물채취자실화
경기,입산자실화
서울,쓰레기소각
경북,영농부산물소각
경기,쓰레기소각
경기,입산자실화
강원,입산자실화
경기,입산자실화
강원,주택화재 비화
경북,쓰레기소각
경기,입산자담배꽁초실화
경북,농산부산물소각
강원,입산자실화
경기,쓰레기소각
경기,입산자실화
충북,산나물 채취자 실화
경북,원인미상
강원,입산자실화
충남,입산자실화
강원,입산자실화
충남,입산자실화
충북,산나물채취자실화
강원,입산자실화
강원,입산자실화
경북,입산자실화
대구,무속행위(촛불기도등)추정
강원,입산자실화
인천,원인미상
경기,담뱃불실화추정
강원,입산자실화
강원,농산폐기물소각(고춧대)
충남,화기물취급부주의(아궁이재)
충남,양봉훈연중실화
경북,입산자실화
강원,입산자실화
경남,임산물채취자실화추정
경기,농산폐기물소각
경기,담뱃불실화추정
경기,입산자 취사행위
강원,입산자실화
충남,입산자실화
경기,양계장 화재 산불비화
충남,입산자실화
강원,입산자실화
강원,"쓰레기소각(국:0.15, 사:0.15)"
강원,입산자실화
경기,입산자실화
강원,밭두렁소각
경기,"쓰레기,잡풀소각"
강원,입산자실화
대전,원인미상
충남,입산자실화
강원,원인미상
대전,입산자실화
전남,방화추정
서울,입산자실화
경남,입산자실화
경기,원인미상
경기,쓰레기소각
충남,주택화재
경북,입산자실화
경기,논밭두렁소각추정
강원,원인미상
전남,주택아궁이불비화
강원,입산자실화
충남,사찰내아궁이재취급부주의
경기,입산자실화
충남,입산자실화
전남,입산자실화
강원,입산자실화
인천,입산자실화
경북,입산자실화
강원,입산자실화
경북,입목(아까시나무)소각
충북,등산객실화
강원,입산자실화
전북,입산자실화
경북,입산자실화
충남,주택화덕불씨(화기물취급부주의)
충북,등산객실화
경기,원인미상
충남,성묘객실화추정
충남,입산자실화
충남,밤나무접목작업(파라핀가열)중실화추정
경북,입산자실화
경기,입산자실화
경기,담뱃불실화
경기,비닐하우스배관작업(용접)
충남,입산자실화
충북,산나물채취자실화
경기,쓰레기소각
강원,입산자실화
인천,원인미상
경기,원인미상
경북,농산폐기물소각
대전,쓰레기소각
인천,입산자실화
경기,입산자실화
경기,입산자실화
경기,입산자실화
경기,쓰레기소각추정
강원,담뱃불실화
인천,원인미상
충남,입산자 담뱃불실화
충남,입산자실화
경기,쓰레기소각
충남,입산자실화
경북,입산자실화
강원,전기누전(전선피복 노출)
대전,등산객실화추정
강원,원인미상
강원,쓰레기소각
경기,입산자실화
강원,원인미상
경기,입산자실화
경기,입산자실화
강원,입산자실화
경기,원인미상
충북,(화목)주택부지내 화목보일러 취급 부주의
경기,쓰레기소각
경남,입산자실화
충북,등산객 실화
경남,입산자실화
경기,쓰레기소각
충남,입산자실화
경북,입산자실화
강원,전기선누전추정
경북,밭두렁소각
경기,원인미상
충북,밭두렁소각
강원,담뱃불실화추정
경기,쓰레기소각
충남,입산자실화
경기,용접작업
인천,담뱃불실화추정
경기,농산폐기물소각
경기,성묘객실화
경기,농산폐기물소각
강원,농산폐기물소각
서울,쓰레기소각
강원,입산자실화
울산,원인미상
경기,논밭두렁소각
경기,농산폐기물소각
충남,화기물취급부주의
경기,쓰레기소각
강원,숯공장굴뚝불티비화
경기,쓰레기소각
강원,화덕재 비화
대전,방화 추정
경기,논밭두렁소각
서울,입산자실화
강원,입산자실화
인천,입산자실화
경기,쓰레기소각
경기,논밭두렁소각
충북,창고부지내쓰레기소각
대전,쓰레기소각
경기,쓰레기소각
전북,성묘객실화
경기,쓰레기소각
경기,성묘객실화
부산,쓰레기소각
경남,쓰레기소각
경기,쓰레기소각
충남,입산자실화
경남,입산자실화
경기,성묘객실화
경기,쓰레기소각
전남,성묘객실화
경기,비닐하우스화재비화
경기,쓰레기소각
경기,담뱃불실화추정
인천,논밭두렁소각
경기,쓰레기소각
서울,원인미상
충북,밭두렁소각
강원,농산폐기물소각
강원,농산폐기물소각
경기,원인미상
경기,쓰레기소각추정(민가)
경기,성묘객실화
경기,쓰레기소각
경기,입산자실화
경기,원인미상
경기,밭에서쓰레기소각
경기,쓰레기소각
경기,입산자실화
경기,공장화재비화
충북,쓰레기소각
충북,산약초채취자실화
전남,쓰레기소각
인천,원인미상
경기,원인미상
경기,원인미상
경기,원인미상
경기,입산자실화
전북,농산부산물소각
경기,"담뱃불실화(국:0.19, 사:0.57)"
충남,원인미상
경기,농산폐기물소각
경기,휴경지소각으로인한산불
경기,밭에서 쓰레기소각
경기,담뱃불실화추정
경북,밭두렁소각
강원,산업현장 실화(추정)
경기,입산자실화
경기,밭에서쓰레기소각
대전,원인미상
강원,입산자실화
강원,입산자실화
경북,무속행위실화추정
경기,원인미상
경북,입산자실화
경기,원인미상
충북,주택부지내화기취급부주의
전북,밭두렁소각
경기,담뱃불실화추정
경북,논볏짚소각
충남,입산자실화
강원,농산폐기물소각
전남,원인미상
충북,등산객실화
충남,성묘객실화
경기,논밭두렁소각
전북,입산자실화
경기,농업폐기물소각
경기,농업폐기물소각
강원,쓰레기소각
경북,농산폐기물소각
광주,논밭두렁소각추정
충북,등산객 실화
인천,원인미상
경기,농산폐기물소각
경기,입산자실화
경남,하천변 목재소각
경기,농산폐기물소각
전남,농산폐기물소각
경북,농산폐기물소각
경북,(화목)화목보일러불씨비화추정
경기,농산폐기물소각
강원,농산폐기물소각
경북,주택화재
강원,주택화재 비화
경기,쓰레기소각
경기,농산폐기물소각
경기,쓰레기소각
강원,건축물 화재(비닐하우스)
경기,입산자실화
경기,논밭두렁소각
경기,담뱃불실화추정
경기,논밭두렁소각
충북,등산객 실화추정
경기,농산폐기물소각
경기,취사실화(숯불부주의)
경기,논밭두렁소각
경기,농산폐기물소각
경기,담뱃불실화
강원,입산자실화
충북,성묘객실화(인화물질 취급 부주의)
세종,쓰레기소각
인천,쓰레기소각
충북,주택화재 비화
전남,논밭두렁소각
충북,인화물질취급부주의
강원,나뭇가지채취소각
경남,농업부산물소각
충북,성묘객실화(인화물질취급부주의)
대전,농산폐기물소각
충남,주택화덕부주의
경기,밭두렁소각
충북,야적장화기취급부주의(건축자재화재)
전북,성묘객 부주의
경기,쓰레기소각
경기,쓰레기소각
대전,야생동물철망휀스용접중불티
대구,농산폐기물소각
충북,농업폐기물 소각
충북,등산객 실화
경기,공장화재
대구,쓰레기소각
경기,논밭두렁소각
충남,입산자실화
강원,입산자실화
경기,농경지태우기
경북,입산자실화
강원,입산자실화
충북,쓰레기소각
충남,주택화재 비화
강원,논밭두렁소각
강원,입산자실화
경남,입산자실화
충북,논밭두렁소각
전북,입산자실화
경기,농산폐기물소각
경북,입산자담뱃불실화추정
강원,용접불티비화(주택신축)
경남,담뱃불실화
인천,쓰레기소각
인천,원인미상
경북,입산자실화
경남,담뱃불실화추정
강원,쓰레기소각
전북,입산자실화
서울,초등학생불장난
전북,밭두렁소각
대전,쓰레기소각
경북,논두렁 소각
경기,원인미상
전북,성묘객실화
경기,쓰레기소각
전북,입산자실화
강원,입산자실화
충남,농산부산물소각
경기,원인미상
경기,입산자실화
전북,성묘객실화
경북,밭두렁소각
강원,방위사업청무인기시험사업중발화(추정)
경기,쓰레기소각
전북,영농부산물소각
충북,쓰레기소각(생활쓰레기)
경북,성묘객실화
충북,논밭두렁소각
경북,트랙터 화재
경기,용접불꽃
충북,쓰레기소각(과수전지목 소각)
경남,주택내마당불씨비화
경기,쓰레기소각
충남,불씨취급부주의비화(주변가옥)
충북,주택내인화물질취급부주의
경기,쓰레기소각
충북,주택내인화물질취급부주의
강원,원인미상
인천,밭두렁소각
충남,입산자실화
경북,승용예취기과열로인한발화
경북,벌통훈연기취급부주의
경북,쓰레기소각
경기,농산부산물소각
강원,주택내쓰레기소각
충남,주택내화덕부주의
경기,밭에서잡풀소각
인천,농산폐기물소각
강원,입산자실화
경기,입산자실화
경기,원인미상
서울,입산자실화
경기,3.7발생산불의재불
경북,차량과열로연소에의한산불발생
강원,입산자실화
경기,주택화재(화목보일러과열추정)
충북,입산자실화
충북,주택부지내생활쓰레기소각
전남,원인미상
대구,원인미상
전남,하천변쓰레기소각
대구,산나물채취자실화
충남,농산부산물소각
경기,밭두렁소각
경북,농산폐기물소각
전남,주택쓰레기소각
대전,밭두렁소각
강원,풍등
경기,원인미상
전남,원인미상
충북,성묘객실화
경북,축산폐기물소각
강원,쓰레기소각
강원,쓰레기소각
인천,원인미상
인천,소각폐기물 소각
서울,어린이불장난추정
전북,생활쓰레기소각
부산,입산자실화
강원,입산자실화
울산,입산자실화
충남,화기물취급부주의
강원,등산객쓰레기소각
경남,원인미상
울산,원인미상
경북,쓰레기소각추정(민가)
전남,농산폐기물소각
부산,입산자실화
경기,쓰레기소각(폐종이등생활쓰레기)
울산,입산자실화
경북,논두렁소각
충북,성묘객실화
대전,입산자실화
울산,원인미상
경기,논밭두렁소각
경기,쓰레기소각
경남,원인미상
충북,밭두렁소각
경기,쓰레기소각
경남,원인미상
전남,쓰레기소각
전북,입산자실화
전북,(화목)화목보일러부주의(잔재물)
경남,인화물질관리소홀로인한실화
경북,입산자실화
경기,쓰레기소각
경남,입산자실화
인천,(화목)난로취급부주의
경기,쓰레기소각(부탄가스폭발)
충남,양계장화재로산불발화
경북,입산자실화
전남,주택화재
부산,산업현장 실화(산소용접)
대구,입산자실화
경남,농산폐기물소각
대전,묘지주변소각
경남,원인미상
경남,등산객실화추정
경북,원인미상
경북,담뱃불실화
부산,입산자실화
경남,논두렁 소각
경북,입산자실화
대구,등산객 실화추정
경북,입산자실화
전남,원인미상
전남,연접지밭소각
경남,생활쓰레기소각
경남,수목부산물소각
경북,원인미상
경남,창고에서용접작업비화
경남,"고춧대소각(1.27.13:00재발화_너덜지역지중화속불, 0.15)"
전남,농산부산물소각
울산,입산자실화
경남,농산부산물소각
경남,입산자실화
강원,주택화재로인한산화
경기,쓰레기소각
경기,(화목)화목보일러 재
강원,쓰레기소각
경기,입산자실화
경기,입산자실화
강원,풍등
강원,입산자실화
경북,쓰레기소각(낙엽)
강원,(화목)화목보일러재처리부주의
경기,(화목)화목보일러연소물(재)투기
부산,입산자실화
경기,입산자 실화
경북,입산자 실화추정
경기,원인미상
경기,논밭두렁 소각
인천,원인미상
전남,컨테이너박스(가건물)내 발화
경북,입산자 실화(모닥불 불씨비화)
충북,입산자 실화
경기,입산자 실화
충북,수도 동파방지 전기 열선 발화
강원,입산자 실화추정
경기,입산자 실화
경기,주택 벽난로재 관리소홀
강원,차량화재로 인한 산화
강원,야외화덕 불씨비화
인천,등산객 비박 모닥불 실화
부산,농산폐기물 소각
경기,작업장 실화(주택공사 인부 실화)
강원,조사중
경북,입산자 실화
강원,화덕재 버림
경기,원인미상
경기,입산자 실화
강원,입산자 실화추정
인천,입산자 실화추정
전남,묘지주변 벌집제거 중 발화
전북,성묘객 실화
경북,성묘객 실화
충남,입산자 실화
충남,성묘객 실화추정
전남,원인미상
대구,토치이용 묘지내 벌집제거 실화
대구,입산자 실화
경남,약초채취자 실화추정
강원,조사중
경북,원인미상
강원,"입산자실화(담뱃불,쓰레기소각 추정)"
전남,벌집제거 중 실화
경북,쓰레기 소각
전남,원인미상
경북,차량용 가스통 가공회사 가스통 폭발
경기,입산자 실화
경북,입산자 실화추정
강원,원인미상
경북,영농 폐기물 소각
경북,원인미상
강원,입산자 실화추정
경북,쓰레기 소각
강원,입산자 실화추정
경기,입산자 실화
충북,생활쓰레기 소각실화
인천,입산자 실화추정
강원,농산폐기물 소각
강원,쓰레기 소각
강원,입산자 실화추정
강원,농산폐기물 소각
충남,입산자 실화
경기,등산객 실화추정
경기,입산자 실화추정
경기,입산자 실화
충북,입산자 실화추정
강원,건축물 실화
경북,입산자 실화추정
강원,입산자 실화추정
강원,차량전복화재
강원,입산자 실화추정
강원,입산자 실화
충북,건축폐기물 소각 실화
경북,원인미상
경기,농사잔재물 소각
강원,쓰레기 소각추정
대구,입산자 실화추정
서울,입산자 실화
충북,원인미상
경북,입산자 실화추정
충북,산나물 채취자 담뱃불 추정
강원,쓰레기 소각(농약봉지)
강원,산업현장실화(용접)
경기,논 소각
강원,입산자 실화추정
전남,밭(콩)작물 경작을 위한 잡풀 및 검물 등 소각
강원,영농부산물 소각 실화
강원,입산자 실화추정
강원,예초기 과열로 인한 실화
경기,입산자 실화
강원,배추묘종비닐 화구 작업중 실화
강원,군사훈련(신호탄)
강원,(화목)보일러 불티
경북,입산자 실화추정
강원,입산자 실화
강원,산나물 채취자 실화추정
강원,취사행위
서울,원인미상
경기,쓰레기 소각
인천,원인미상
강원,쓰레기 소각
경북,방화 추정
인천,입산자 실화추정
강원,입산자 실화추정
부산,입산자 실화
강원,입산자 실화추정
경기,입산자 실화
전북,입산자 실화
경기,입산자 실화추정
경기,입산자 실화추정
경기,입산자 실화
경기,입산자 실화
인천,쓰레기 및 잡풀 소각실화
경기,등산객 실화추정
전남,주택 화재
경기,농산폐기물 소각
강원,담뱃불 추정
경기,쓰레기 소각
경기,밭소각 추정
인천,원인미상
전남,성묘객 실화
경기,농산폐기물 소각
경기,농산폐기물 소각
경기,입산자 실화
강원,입산자 실화추정
경기,쓰레기 소각
인천,논밭두렁 소각추정
강원,입산자 실화추정
경기,입산자 실화
경기,입산자 실화추정
전북,영농부산물소각 실화
경기,밭두렁 소각
강원,논밭두렁 소각추정
경기,산업현장 실화(용접불꽃)
충북,쓰레기 소각
경북,성묘객 실화
경기,쓰레기 소각 추정
충북,쓰레기 소각(국:19.7/그외:34.1)
경기,성묘객 실화
인천,입산자 실화
강원,입산자 실화추정
경기,밭두렁 소각
충남,쓰레기 소각 추정
경기,밭두렁 소각
경북,논밭두렁 소각
강원,농산폐기물 소각
충북,사찰에서 쓰레기 소각
서울,원인미상
강원,사유 임도변 차량화재(영월군수 사용허가지)
대전,입산자 실화추정
경기,입산자 실화추정
경기,공장 발화
충북,묘소에서 옷가지 소각 부주의(국:1.7/사:3)
강원,용접작업 실화
충남,산나물 채취자 실화추정
전남,하우스 용접공사 발화
충남,밭두렁 소각
충남,주택내 화기물취급 부주의
경기,성묘객 실화추정
전북,묘지주변 소각
울산,원인미상
전남,입산자 실화
전남,쓰레기 소각추정
충남,입산자 실화
충남,입산자 낙엽소각
충북,농산폐기물 소각(공:3/국:1)
전남,농산폐기물 소각
강원,쓰레기 소각
전북,주택화재(비닐하우스) 발화
경남,원인미상
경남,담뱃불 투기
충북,원인미상
경기,(화목)보일러 비화
충북,생활쓰레기 소각 실화
경기,입산자 담뱃불 실화
세종,원인미상
경기,쓰레기 소각추정
강원,입산자 실화추정
전북,성묘객 실화
경기,밭두렁 소각
강원,쓰레기 소각
강원,주택화재 비화
경남,원인미상
경기,조사중
경기,등산객 실화
전남,농산폐기물 소각
서울,낙엽 소각
경기,쓰레기 소각추정
강원,입산자 실화추정
경기,방화 추정(국:3/사:5.3)
경북,논밭두렁 소각
인천,입산객 실화추정
충북,과수원 쓰레기 소각 부주의
충남,입산자 실화
경북,논두렁 소각(볏짚 소각)
경기,쓰레기 소각
경북,입산자 실화추정
경기,영농쓰레기 소각
경기,농작폐기물 소각
충북,공사장 용접불꽃 부주의
충남,담뱃불 실화
충북,과수원 비닐소각 부주의
전북,담뱃불 실화
인천,입산자 실화
경남,방화(사:0.3/국:0.2)
강원,잔디소각
서울,원인미상
경기,성묘객 실화
대전,쓰레기 소각
경기,논밭두렁 소각추정
충북,생활쓰레기 소각
경기,원인미상의 들불
경남,농업부산물 소각
경기,농산폐기물 소각
경기,입산자 실화추정
경기,밭두렁 소각
강원,입산자 실화추정
전북,쓰레기 소각
경북,논두렁 소각
전남,입산자 실화
인천,영농부산물 소각 실화
경북,논밭두렁 소각
경기,밭두렁 소각
서울,원인미상
경기,농산 부산물 소각
경북,낚시객 실화추정
전북,용접기 발화
강원,쓰레기 소각
전남,쓰레기 소각
경북,농산폐기물 소각
경기,쓰레기 소각추정
경기,밭두렁 소각
충남,낚시꾼 불씨 부주의
광주,농산부산물 소각
전북,농산폐기물 소각
강원,담뱃불 추정
충남,성묘객 실화
경기,쓰레기 소각
강원,담뱃불 실화
서울,쓰레기 소각
경기,농산폐기물 소각
전남,담뱃불 실화
인천,등산객 실화추정
경기,논밭두렁 소각추정
대전,쓰레기 소각
전북,공사현장 용접실화
인천,영농쓰레기 소각 실화
경기,논밭두렁 소각
경남,농업부산물 소각추정
인천,등산객 담뱃불 실화추정
인천,입산자 실화
경기,낙엽 소각
경기,성묘객 실화추정
경기,쓰레기 소각
강원,농산폐기물
경기,쓰레기 소각
인천,영농부산물 소각 실화
경북,농산 폐기물 소각
경북,농산 폐기물 소각
